id,id_num,id_hex,name,title,url,primer,type,primary,secondary/0,equipment/0,equipment/1,images/0,images/1,img/0,img/1,steps/0,steps/1,steps/2,steps/3,steps/4,steps/5,tips/0,tips/1,secondary/1,tips/2,secondary/2,steps/6,steps/7,images/2,img/2,secondary/3,images/3,img/3,secondary/4,steps/8,secondary/5
401,0096,f97,v-bar-pull-down,V Bar Pull Down,http://db.everkinetic.com/exercise/v-bar-pull-down,"This is an exercise for lats, biceps and middle back strengthening.",isolation,lats,middle back,cable machine,,"http://img.everkinetic.com/?action=image&id=401&number=0&key=69cadbdd2&version=2677f242&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=401&number=1&key=69cadbdd2&version=da012c76&size=960,960&download=large",_images/web/v-bar-pull-down-1.png,_images/web/v-bar-pull-down-2.png,Attach a V bar to the pull down pulley of a cable machine.,"Sitting upright with your abs drawn grasp the bar with an overhand grip, your palms facing in.",Pull the bar straight down to your upper chest.,Pause for a moment after touching the chest and then slowly return the bar to starting position.,Repeat.,,,,biceps,,,,,,,,,,,,
404,0097,f98,wide-grip-lat-pull-down,Wide Grip Lat Pull Down,http://db.everkinetic.com/exercise/wide-grip-lat-pull-down,"This is an exercise for lats, biceps and middle back strengthening.",isolation,lats,biceps,cable machine,,"http://img.everkinetic.com/?action=image&id=404&number=0&key=69cadbdd2&version=5634c5bc&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=404&number=1&key=69cadbdd2&version=695f735f&size=960,960&download=large",_images/web/wide-grip-lat-pull-down-1.png,_images/web/wide-grip-lat-pull-down-2.png,Sit at a cable pull down machine fitted with a wide bar.,Grasp the bar with a wide overhand grip (palms facing forward) .,With your abs drawn in and back straight pull the bar down to your upper chest.,Pause for a moment and then return the bar to the starting position.,Repeat.,,Ensure you maintain a straight back trough out this exercise.,,middle back,,,,,,,,,,,,
407,0098,f98,pullover-stability-ball-weight,Pullover On Stability Ball With Weight,http://db.everkinetic.com/exercise/pullover-stability-ball-weight,"This is an exercise for back, shoulders and neck strengthening.",isolation,shoulders,back,exercise ball,dumbbell,"http://img.everkinetic.com/?action=image&id=407&number=0&key=69cadbdd2&version=f483485c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=407&number=1&key=69cadbdd2&version=7e814869&size=960,960&download=large",_images/web/pullover-stability-ball-weight-1.png,_images/web/pullover-stability-ball-weight-2.png,Grasp a Barbell or Dumbbell and sit on a Ball with your feet firmly placed on the floor.,Lower your body so your upper abs are the only part of your body supported on the Ball.,Bring the Barbell or Dumbbell to your chest with your arms extend.,In an arcing motion raise the Barbell or Dumbbell over and behind your head towards the floor.,Return to starting position.,Repeat.,,,neck,,,,,,,,,,,,
412,0303,,smith-machine-dead-lifts,Dead Lifts Smith Machine,http://db.everkinetic.com/exercise/,,,,,,,"http://img.everkinetic.com/?action=image&id=1048&number=0&key=69cadbdd2&version=96a864e1&size=480,480&download=medium","http://img.everkinetic.com/?action=image&id=1048&number=1&key=69cadbdd2&version=5df21a74&size=480,480&download=medium",_images/web/smith-machine-dead-lifts-1.png,_images/web/smith-machine-dead-lifts-2.png,"Stand with your feet shoulder width apart so that your feet are under the bar. Keeping your back straight bend at the waist, allow some bend in your knees. Grasp the par with an overhand grip approximately 16 inches apart. Straighten your back as you hold the bar at arm’s length. Bend over again lowering the bar to just above the floor.",,,,,,,,,,,,,,,,,,,,
417,0099,f100,barbell-dead-lifts,Barbell Dead Lifts,http://db.everkinetic.com/exercise/barbell-dead-lifts,The techniques is identical to that of the Smith Machine dead lift except for the fact that this exercise provides less support.,isolation,lower back,hamstrings,barbell,,"http://img.everkinetic.com/?action=image&id=417&number=0&key=69cadbdd2&version=a040433d&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=417&number=1&key=69cadbdd2&version=94540045&size=960,960&download=large",_images/web/barbell-dead-lifts-1.png,_images/web/barbell-dead-lifts-2.png,Stand with your feet shoulder width apart so that your feet are under the bar.,"Keeping your back straight bend at the waist, allow some bend in your knees.",Grasp the par with an overhand grip approximately 16 inches apart.,Straighten your back as you hold the bar at arm’s length.,Bend over again lowering the bar to just above the floor.,,This is an advanced exercise and should be perfected first with the Smith Machine.,,calves,,,,,,,,,,,,
420,0100,f101,smith-machine-dead-lifts,Smith Machine Dead Lifts,http://db.everkinetic.com/exercise/smith-machine-dead-lifts,This is the same as a Dead Lift but the Smith Machine allows for better control of the weight.,isolation,lower back,hamstrings,smith machine,,"http://img.everkinetic.com/?action=image&id=420&number=0&key=69cadbdd2&version=115108f9&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=420&number=1&key=69cadbdd2&version=1f600519&size=960,960&download=large",_images/web/smith-machine-dead-lifts-1.png,_images/web/smith-machine-dead-lifts-2.png,Stand with your feet shoulder width apart so that your feet are under the bar.,"Keeping your back straight bend at the waist, allow some bend in your knees.",Grasp the par with an overhand grip approximately 16 inches apart.,Straighten your back as you hold the bar at arm’s length.,Bend over again lowering the bar to just above the floor.,,,,calves,,,,,,,,,,,,
423,0101,f102,barbell-good-mornings,Barbell Good Mornings,http://db.everkinetic.com/exercise/barbell-good-mornings,This is one of the oldest exercises in bodybuilding but it still is one of the best for working the lower back.,isolation,lower back,hamstrings,barbell,,"http://img.everkinetic.com/?action=image&id=423&number=0&key=69cadbdd2&version=310ed7fc&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=423&number=1&key=69cadbdd2&version=f9c9742d&size=960,960&download=large",_images/web/barbell-good-mornings-1.png,_images/web/barbell-good-mornings-2.png,Place a barbell across your shoulders.,"Keeping your head up and your back completely straight, bend at the waist until your back is parallel with the floor.",Return to starting position.,Repeat.,,,,,,,,,,,,,,,,,
426,0102,f103,smith-machine-good-mornings,Smith Machine Good Mornings,http://db.everkinetic.com/exercise/smith-machine-good-mornings,This exercise utilises the same technique of the standard Good Mornings yet the use of the Smith Machine provides more stability.,isolation,lower back,hamstrings,smith machine,,"http://img.everkinetic.com/?action=image&id=426&number=0&key=69cadbdd2&version=517b3b9e&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=426&number=1&key=69cadbdd2&version=37b08eee&size=960,960&download=large",_images/web/smith-machine-good-mornings-1.png,_images/web/smith-machine-good-mornings-2.png,Place a barbell across your shoulders.,"Keeping your head up and your back completely straight, bend at the waist until your back is parallel with the floor.",Return to starting position.,Repeat.,,,,,,,,,,,,,,,,,
430,0103,f104,hyperextensions,Hyperextensions,http://db.everkinetic.com/exercise/hyperextensions,This exercise not only adds strength but also flexibility to the back and core muscles.,isolation,lower back,hamstrings,hyperextension bench,,"http://img.everkinetic.com/?action=image&id=430&number=0&key=69cadbdd2&version=b599a782&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=430&number=1&key=69cadbdd2&version=14c53d96&size=960,960&download=large",_images/web/hyperextensions-1.png,_images/web/hyperextensions-2.png,Adjust the hyperextension bench so that your ankles are tucked under the footpads and your thighs are flat across the top pad.,"With your arms folded across your chest and your back straight, slowly bend at the waist towards the floor, keeping your back flat.",Slowly return to the starting position.,Repeat.,,,,,core,,,,,,,,,,,,
433,0104,f105,back-extension-stability-ball,Back Extension on Stability Ball,http://db.everkinetic.com/exercise/back-extension-stability-ball,This exercise provides flexibility as it strengthens the muscles of the back and core.,isolation,lower back,core,exercise ball,,"http://img.everkinetic.com/?action=image&id=433&number=0&key=69cadbdd2&version=3dba1b90&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=433&number=1&key=69cadbdd2&version=f1a6dbc0&size=960,960&download=large",_images/web/back-extension-stability-ball-1.png,_images/web/back-extension-stability-ball-2.png,Lie prone (on your stomach) on a Stability Ball with your toes firmly planted on the floor for balance.,"With your hands across your chest or at your ears, raise your chest off the ball so you are hyperextending your spine.",Slowly return your chest to the ball.,Repeat.,,,,,hamstrings,,,,,,,,,,,,
436,0105,f106,supermans,Supermans,http://db.everkinetic.com/exercise/supermans,This is an excellent exercise and a stretch for the lower back and core muscles.,isolation,lower back,core,body,,"http://img.everkinetic.com/?action=image&id=436&number=0&key=69cadbdd2&version=5b45371b&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=436&number=1&key=69cadbdd2&version=7a1d6486&size=960,960&download=large",_images/web/supermans-1.png,_images/web/supermans-2.png,Lie flat on your stomach with your arms stretched out in front of you.,Raise your arms and legs off the floor and hold this position for 2 seconds.,Return to the starting position on the floor.,Repeat.,,,,,,,,,,,,,,,,,
444,0107,f108,dumbbell-dead-lifts,Dumbbell Dead Lifts,http://db.everkinetic.com/exercise/dumbbell-dead-lifts,"This is an exercise for lower back, hamstring and calves strengthening.",isolation,lower back,calves,dumbbells,,"http://img.everkinetic.com/?action=image&id=444&number=0&key=69cadbdd2&version=e7c2e70e&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=444&number=1&key=69cadbdd2&version=ee030537&size=960,960&download=large",_images/web/dumbbell-dead-lifts-1.png,_images/web/dumbbell-dead-lifts-2.png,Grasp 2 dumbbells and stand with your feet shoulder width apart.,"Keeping your back straight bend at the waist, allow some bend in your knees.",Grasp the dumbbells with an overhand grip in each hand.,Straighten your back as you hold the dumbbells at arm’s length.,Bend over again lowering the dumbbells to just above the floor.,Return to starting position.,Do not increase the weight on this exercise until you have mastered the correct form.,,hamstring,,,Repeat.,,,,,,,,,
447,0109,f110,bridging,Bridging,http://db.everkinetic.com/exercise/bridging,This is an excellent exercise for strengthening and maintaining the core muscles.,isolation,gluts,core,body,,"http://img.everkinetic.com/?action=image&id=447&number=0&key=69cadbdd2&version=8f3c61db&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=447&number=1&key=69cadbdd2&version=8d4ca279&size=960,960&download=large",_images/web/bridging-1.png,_images/web/bridging-2.png,Lie on your back with your knees bent and your feet flat on the floor.,Lift up hips and bum off the floor as you draw your abs in and keep your gluts tight.,,,,,,,,,,,,,,,,,,,
450,0111,f112,body-leg-lifts,Body Leg Lifts,http://db.everkinetic.com/exercise/body-leg-lifts,This is an exercise for gluts and hamstring strengthening.,isolation,gluts,hamstring,body,,"http://img.everkinetic.com/?action=image&id=450&number=0&key=69cadbdd2&version=5677972e&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=450&number=1&key=69cadbdd2&version=d9916af1&size=960,960&download=large",_images/web/body-leg-lifts-1.png,_images/web/body-leg-lifts-2.png,Using a post or tall weight bench for balance stand straight with your abs drawn in.,Raise one off the ground and behind you while standing on the other leg.,Slowly lower the leg and raise it again while flexing the gluts.,Repeat with your other leg.,,,,,,,,,,,,,,,,,
